trip_id,line_name,scheduled_departure,vehicle_id
T1118,Route 217,2025-10-07 13:00:00,V118
T1119,Route 217,2025-10-07 14:00:00,V119
T1120,Route 217,2025-10-07 15:00:00,V120
T1121,Route 217,2025-10-07 16:00:00,V121
T1122,Route 217,2025-10-07 17:00:00,V122
T1123,Route 217,2025-10-07 18:00:00,V123
T1124,Route 217,2025-10-07 19:00:00,V124
T1125,Route 217,2025-10-07 20:00:00,V125
T1126,Route 720,2025-10-07 06:00:00,V126
T1127,Route 720,2025-10-07 07:00:00,V127
T1128,Route 720,2025-10-07 08:00:00,V128
T1129,Route 720,2025-10-07 09:00:00,V129
T1130,Route 720,2025-10-07 10:00:00,V130
T1131,Route 720,2025-10-07 11:00:00,V131
T1132,Route 720,2025-10-07 12:00:00,V132
T1133,Route 720,2025-10-07 13:00:00,V133
T1134,Route 720,2025-10-07 14:00:00,V134
T1135,Route 720,2025-10-07 15:00:00,V135
T1136,Route 720,2025-10-07 16:00:00,V136
T1137,Route 720,2025-10-07 17:00:00,V137
T1138,Route 720,2025-10-07 18:00:00,V138
T1139,Route 720,2025-10-07 19:00:00,V139
T1140,Route 720,2025-10-07 20:00:00,V140
T1141,Route 754,2025-10-07 06:00:00,V141
T1142,Route 754,2025-10-07 07:00:00,V142
T1143,Route 754,2025-10-07 08:00:00,V143
T1144,Route 754,2025-10-07 09:00:00,V144
T1145,Route 754,2025-10-07 10:00:00,V145
T1146,Route 754,2025-10-07 11:00:00,V146
T1147,Route 754,2025-10-07 12:00:00,V147
T1148,Route 754,2025-10-07 13:00:00,V148
T1149,Route 754,2025-10-07 14:00:00,V149
T1150,Route 754,2025-10-07 15:00:00,V100
T1151,Route 754,2025-10-07 16:00:00,V101
T1152,Route 754,2025-10-07 17:00:00,V102
T1153,Route 754,2025-10-07 18:00:00,V103
T1154,Route 754,2025-10-07 19:00:00,V104
T1155,Route 754,2025-10-07 20:00:00,V105
