trip_id,stop_name,scheduled,actual,passengers_on,passengers_off
T0569,Long Beach / Rosecrans,2025-10-04 19:12:00,2025-10-04 19:19:00,11,40
T0569,Long Beach / Ezmirlian,2025-10-04 19:13:00,2025-10-04 19:20:00,43,29
T0569,Long Beach / Pine,2025-10-04 19:14:00,2025-10-04 19:22:00,12,24
T0569,Long Beach / Euclid,2025-10-04 19:15:00,2025-10-04 19:23:00,16,5
T0569,Long Beach / Burton,2025-10-04 19:16:00,2025-10-04 19:26:00,12,28
T0569,Long Beach / Cedar,2025-10-04 19:17:00,2025-10-04 19:27:00,0,30
T0570,Artesia Station,2025-10-04 20:00:00,2025-10-04 20:00:00,33,0
T0570,Acacia / Walnut,2025-10-04 20:01:00,2025-10-04 20:01:00,45,44
T0570,Artesia / Santa Fe,2025-10-04 20:03:00,2025-10-04 20:05:00,12,43
T0570,Artesia / Susana,2025-10-04 20:04:00,2025-10-04 20:07:00,28,17
T0570,Long Beach / Artesia,2025-10-04 20:05:00,2025-10-04 20:08:00,17,42
T0570,Long Beach / 67th,2025-10-04 20:06:00,2025-10-04 20:09:00,32,9
T0570,Long Beach / 69th,2025-10-04 20:06:00,2025-10-04 20:09:00,27,21
T0570,Long Beach / Greenleaf,2025-10-04 20:07:00,2025-10-04 20:11:00,20,23
T0570,Long Beach / Bennett,2025-10-04 20:07:00,2025-10-04 20:11:00,33,5
T0570,Long Beach / Marcelle,2025-10-04 20:08:00,2025-10-04 20:16:00,39,11
T0570,Long Beach / Alondra,2025-10-04 20:09:00,2025-10-04 20:17:00,15,22
T0570,Long Beach / Myrrh,2025-10-04 20:09:00,2025-10-04 20:17:00,31,18
T0570,Long Beach / Compton,2025-10-04 20:10:00,2025-10-04 20:19:00,17,36
T0570,Long Beach / Palmer,2025-10-04 20:11:00,2025-10-04 20:20:00,35,15
T0570,Long Beach / Elm,2025-10-04 20:11:00,2025-10-04 20:20:00,50,29
T0570,Long Beach / Rosecrans,2025-10-04 20:12:00,2025-10-04 20:21:00,45,35
T0570,Long Beach / Ezmirlian,2025-10-04 20:13:00,2025-10-04 20:22:00,39,28
T0570,Long Beach / Pine,2025-10-04 20:14:00,2025-10-04 20:23:00,50,11
T0570,Long Beach / Euclid,2025-10-04 20:15:00,2025-10-04 20:28:00,31,40
T0570,Long Beach / Burton,2025-10-04 20:16:00,2025-10-04 20:29:00,39,23
T0570,Long Beach / Cedar,2025-10-04 20:17:00,2025-10-04 20:30:00,0,10
T0571,Gridley / 187th,2025-10-04 06:00:00,2025-10-04 06:01:00,43,0
T0571,Gridley / 183rd,2025-10-04 06:01:00,2025-10-04 06:02:00,39,7
T0571,183rd / Alburtis,2025-10-04 06:02:00,2025-10-04 06:03:00,17,31
T0571,Pioneer / 178th,2025-10-04 06:04:00,2025-10-04 06:05:00,29,9
T0571,Pioneer / Artesia,2025-10-04 06:05:00,2025-10-04 06:06:00,32,22
T0571,Pioneer / 168th,2025-10-04 06:06:00,2025-10-04 06:07:00,32,5
T0571,Pioneer / 166th,2025-10-04 06:06:00,2025-10-04 06:07:00,49,24
T0571,Pioneer / 163rd,2025-10-04 06:07:00,2025-10-04 06:08:00,26,36
T0571,Pioneer / Alondra,2025-10-04 06:08:00,2025-10-04 06:09:00,36,33
T0571,Pioneer / Cheshire,2025-10-04 06:09:00,2025-10-04 06:10:00,26,30
T0571,Pioneer / Excelsior,2025-10-04 06:10:00,2025-10-04 06:11:00,18,18
T0571,Pioneer / Mapledale,2025-10-04 06:11:00,2025-10-04 06:12:00,28,34
T0571,San Antonio / Rosecrans,2025-10-04 06:12:00,2025-10-04 06:13:00,32,35
T0571,San Antonio / Orange,2025-10-04 06:13:00,2025-10-04 06:14:00,13,36
T0571,San Antonio / Foster,2025-10-04 06:14:00,2025-10-04 06:15:00,44,25
T0571,San Antonio / Firestone,2025-10-04 06:14:00,2025-10-04 06:15:00,31,35
T0571,San Antonio / Olive,2025-10-04 06:15:00,2025-10-04 06:18:00,21,23
T0571,Norwalk / Civic Center,2025-10-04 06:16:00,2025-10-04 06:19:00,14,29
T0571,Norwalk / Imperial,2025-10-04 06:17:00,2025-10-04 06:20:00,15,24
T0571,Norwalk / Crewe,2025-10-04 06:18:00,2025-10-04 06:21:00,46,45
T0571,Norwalk / Tina,2025-10-04 06:19:00,2025-10-04 06:22:00,0,33
T0572,Gridley / 187th,2025-10-04 07:00:00,2025-10-04 07:01:00,42,0
T0572,Gridley / 183rd,2025-10-04 07:01:00,2025-10-04 07:02:00,50,29
T0572,183rd / Alburtis,2025-10-04 07:02:00,2025-10-04 07:03:00,23,32
T0572,Pioneer / 178th,2025-10-04 07:04:00,2025-10-04 07:05:00,35,43
T0572,Pioneer / Artesia,2025-10-04 07:05:00,2025-10-04 07:06:00,23,16
T0572,Pioneer / 168th,2025-10-04 07:06:00,2025-10-04 07:09:00,33,16
T0572,Pioneer / 166th,2025-10-04 07:06:00,2025-10-04 07:09:00,15,23
T0572,Pioneer / 163rd,2025-10-04 07:07:00,2025-10-04 07:11:00,27,26
T0572,Pioneer / Alondra,2025-10-04 07:08:00,2025-10-04 07:12:00,10,13
T0572,Pioneer / Cheshire,2025-10-04 07:09:00,2025-10-04 07:13:00,37,27
T0572,Pioneer / Excelsior,2025-10-04 07:10:00,2025-10-04 07:15:00,50,44
T0572,Pioneer / Mapledale,2025-10-04 07:11:00,2025-10-04 07:16:00,46,42
T0572,San Antonio / Rosecrans,2025-10-04 07:12:00,2025-10-04 07:17:00,49,23
T0572,San Antonio / Orange,2025-10-04 07:13:00,2025-10-04 07:18:00,30,28
T0572,San Antonio / Foster,2025-10-04 07:14:00,2025-10-04 07:20:00,24,12
T0572,San Antonio / Firestone,2025-10-04 07:14:00,2025-10-04 07:20:00,13,8
T0572,San Antonio / Olive,2025-10-04 07:15:00,2025-10-04 07:24:00,13,15
T0572,Norwalk / Civic Center,2025-10-04 07:16:00,2025-10-04 07:25:00,23,25
T0572,Norwalk / Imperial,2025-10-04 07:17:00,2025-10-04 07:26:00,49,25
T0572,Norwalk / Crewe,2025-10-04 07:18:00,2025-10-04 07:27:00,12,10
T0572,Norwalk / Tina,2025-10-04 07:19:00,2025-10-04 07:28:00,0,23
T0573,Gridley / 187th,2025-10-04 08:00:00,2025-10-04 08:02:00,31,0
T0573,Gridley / 183rd,2025-10-04 08:01:00,2025-10-04 08:04:00,37,32
T0573,183rd / Alburtis,2025-10-04 08:02:00,2025-10-04 08:05:00,24,45
T0573,Pioneer / 178th,2025-10-04 08:04:00,2025-10-04 08:07:00,39,25
T0573,Pioneer / Artesia,2025-10-04 08:05:00,2025-10-04 08:08:00,35,43
T0573,Pioneer / 168th,2025-10-04 08:06:00,2025-10-04 08:09:00,11,17
T0573,Pioneer / 166th,2025-10-04 08:06:00,2025-10-04 08:09:00,40,9
T0573,Pioneer / 163rd,2025-10-04 08:07:00,2025-10-04 08:10:00,48,17
T0573,Pioneer / Alondra,2025-10-04 08:08:00,2025-10-04 08:11:00,50,34
T0573,Pioneer / Cheshire,2025-10-04 08:09:00,2025-10-04 08:13:00,31,39
T0573,Pioneer / Excelsior,2025-10-04 08:10:00,2025-10-04 08:14:00,36,29
T0573,Pioneer / Mapledale,2025-10-04 08:11:00,2025-10-04 08:15:00,20,43
T0573,San Antonio / Rosecrans,2025-10-04 08:12:00,2025-10-04 08:16:00,23,20
T0573,San Antonio / Orange,2025-10-04 08:13:00,2025-10-04 08:17:00,19,23
T0573,San Antonio / Foster,2025-10-04 08:14:00,2025-10-04 08:18:00,11,37
T0573,San Antonio / Firestone,2025-10-04 08:14:00,2025-10-04 08:18:00,26,15
T0573,San Antonio / Olive,2025-10-04 08:15:00,2025-10-04 08:21:00,20,22
T0573,Norwalk / Civic Center,2025-10-04 08:16:00,2025-10-04 08:22:00,38,23
T0573,Norwalk / Imperial,2025-10-04 08:17:00,2025-10-04 08:24:00,40,20
T0573,Norwalk / Crewe,2025-10-04 08:18:00,2025-10-04 08:25:00,14,7
T0573,Norwalk / Tina,2025-10-04 08:19:00,2025-10-04 08:28:00,0,18
T0574,Gridley / 187th,2025-10-04 09:00:00,2025-10-04 09:00:00,11,0
T0574,Gridley / 183rd,2025-10-04 09:01:00,2025-10-04 09:01:00,20,25
T0574,183rd / Alburtis,2025-10-04 09:02:00,2025-10-04 09:02:00,24,40
T0574,Pioneer / 178th,2025-10-04 09:04:00,2025-10-04 09:04:00,40,31
T0574,Pioneer / Artesia,2025-10-04 09:05:00,2025-10-04 09:06:00,28,13
T0574,Pioneer / 168th,2025-10-04 09:06:00,2025-10-04 09:07:00,32,28
T0574,Pioneer / 166th,2025-10-04 09:06:00,2025-10-04 09:07:00,33,22
T0574,Pioneer / 163rd,2025-10-04 09:07:00,2025-10-04 09:08:00,43,44
T0574,Pioneer / Alondra,2025-10-04 09:08:00,2025-10-04 09:09:00,50,33
T0574,Pioneer / Cheshire,2025-10-04 09:09:00,2025-10-04 09:10:00,26,17
T0574,Pioneer / Excelsior,2025-10-04 09:10:00,2025-10-04 09:11:00,40,18
T0574,Pioneer / Mapledale,2025-10-04 09:11:00,2025-10-04 09:15:00,32,21
T0574,San Antonio / Rosecrans,2025-10-04 09:12:00,2025-10-04 09:16:00,19,12
T0574,San Antonio / Orange,2025-10-04 09:13:00,2025-10-04 09:17:00,11,23
T0574,San Antonio / Foster,2025-10-04 09:14:00,2025-10-04 09:18:00,15,25
T0574,San Antonio / Firestone,2025-10-04 09:14:00,2025-10-04 09:18:00,45,18
T0574,San Antonio / Olive,2025-10-04 09:15:00,2025-10-04 09:19:00,31,20
T0574,Norwalk / Civic Center,2025-10-04 09:16:00,2025-10-04 09:20:00,26,5
T0574,Norwalk / Imperial,2025-10-04 09:17:00,2025-10-04 09:21:00,46,17
T0574,Norwalk / Crewe,2025-10-04 09:18:00,2025-10-04 09:22:00,41,15
T0574,Norwalk / Tina,2025-10-04 09:19:00,2025-10-04 09:23:00,0,40
T0575,Gridley / 187th,2025-10-04 10:00:00,2025-10-04 10:02:00,37,0
T0575,Gridley / 183rd,2025-10-04 10:01:00,2025-10-04 10:03:00,11,36
T0575,183rd / Alburtis,2025-10-04 10:02:00,2025-10-04 10:04:00,42,5
T0575,Pioneer / 178th,2025-10-04 10:04:00,2025-10-04 10:06:00,40,41
T0575,Pioneer / Artesia,2025-10-04 10:05:00,2025-10-04 10:07:00,14,7
T0575,Pioneer / 168th,2025-10-04 10:06:00,2025-10-04 10:08:00,49,33
T0575,Pioneer / 166th,2025-10-04 10:06:00,2025-10-04 10:08:00,34,33
T0575,Pioneer / 163rd,2025-10-04 10:07:00,2025-10-04 10:09:00,25,36
T0575,Pioneer / Alondra,2025-10-04 10:08:00,2025-10-04 10:12:00,23,35
T0575,Pioneer / Cheshire,2025-10-04 10:09:00,2025-10-04 10:13:00,29,34
T0575,Pioneer / Excelsior,2025-10-04 10:10:00,2025-10-04 10:14:00,36,27
T0575,Pioneer / Mapledale,2025-10-04 10:11:00,2025-10-04 10:15:00,40,18
T0575,San Antonio / Rosecrans,2025-10-04 10:12:00,2025-10-04 10:16:00,42,38
T0575,San Antonio / Orange,2025-10-04 10:13:00,2025-10-04 10:17:00,32,27
T0575,San Antonio / Foster,2025-10-04 10:14:00,2025-10-04 10:18:00,12,16
T0575,San Antonio / Firestone,2025-10-04 10:14:00,2025-10-04 10:18:00,49,21
T0575,San Antonio / Olive,2025-10-04 10:15:00,2025-10-04 10:19:00,36,45
T0575,Norwalk / Civic Center,2025-10-04 10:16:00,2025-10-04 10:20:00,15,25
T0575,Norwalk / Imperial,2025-10-04 10:17:00,2025-10-04 10:21:00,40,31
T0575,Norwalk / Crewe,2025-10-04 10:18:00,2025-10-04 10:22:00,38,12
T0575,Norwalk / Tina,2025-10-04 10:19:00,2025-10-04 10:23:00,0,45
T0576,Gridley / 187th,2025-10-04 11:00:00,2025-10-04 11:01:00,39,0
T0576,Gridley / 183rd,2025-10-04 11:01:00,2025-10-04 11:02:00,27,29
T0576,183rd / Alburtis,2025-10-04 11:02:00,2025-10-04 11:03:00,39,23
T0576,Pioneer / 178th,2025-10-04 11:04:00,2025-10-04 11:07:00,11,44
T0576,Pioneer / Artesia,2025-10-04 11:05:00,2025-10-04 11:08:00,38,37
T0576,Pioneer / 168th,2025-10-04 11:06:00,2025-10-04 11:09:00,13,32
T0576,Pioneer / 166th,2025-10-04 11:06:00,2025-10-04 11:09:00,15,20
T0576,Pioneer / 163rd,2025-10-04 11:07:00,2025-10-04 11:10:00,39,26
T0576,Pioneer / Alondra,2025-10-04 11:08:00,2025-10-04 11:11:00,15,10
T0576,Pioneer / Cheshire,2025-10-04 11:09:00,2025-10-04 11:12:00,23,36
T0576,Pioneer / Excelsior,2025-10-04 11:10:00,2025-10-04 11:14:00,47,22
T0576,Pioneer / Mapledale,2025-10-04 11:11:00,2025-10-04 11:18:00,13,22
T0576,San Antonio / Rosecrans,2025-10-04 11:12:00,2025-10-04 11:19:00,48,29
T0576,San Antonio / Orange,2025-10-04 11:13:00,2025-10-04 11:20:00,23,34
T0576,San Antonio / Foster,2025-10-04 11:14:00,2025-10-04 11:21:00,47,43
T0576,San Antonio / Firestone,2025-10-04 11:14:00,2025-10-04 11:21:00,34,8
T0576,San Antonio / Olive,2025-10-04 11:15:00,2025-10-04 11:22:00,43,5
T0576,Norwalk / Civic Center,2025-10-04 11:16:00,2025-10-04 11:23:00,48,24
T0576,Norwalk / Imperial,2025-10-04 11:17:00,2025-10-04 11:24:00,43,42
T0576,Norwalk / Crewe,2025-10-04 11:18:00,2025-10-04 11:25:00,27,33
T0576,Norwalk / Tina,2025-10-04 11:19:00,2025-10-04 11:26:00,0,8
T0577,Gridley / 187th,2025-10-04 12:00:00,2025-10-04 12:00:00,18,0
T0577,Gridley / 183rd,2025-10-04 12:01:00,2025-10-04 12:01:00,21,30
T0577,183rd / Alburtis,2025-10-04 12:02:00,2025-10-04 12:02:00,45,18
T0577,Pioneer / 178th,2025-10-04 12:04:00,2025-10-04 12:06:00,33,8
T0577,Pioneer / Artesia,2025-10-04 12:05:00,2025-10-04 12:07:00,37,42
T0577,Pioneer / 168th,2025-10-04 12:06:00,2025-10-04 12:08:00,33,27
T0577,Pioneer / 166th,2025-10-04 12:06:00,2025-10-04 12:08:00,29,36
T0577,Pioneer / 163rd,2025-10-04 12:07:00,2025-10-04 12:09:00,19,28
T0577,Pioneer / Alondra,2025-10-04 12:08:00,2025-10-04 12:10:00,41,37
T0577,Pioneer / Cheshire,2025-10-04 12:09:00,2025-10-04 12:11:00,31,23
T0577,Pioneer / Excelsior,2025-10-04 12:10:00,2025-10-04 12:12:00,45,39
T0577,Pioneer / Mapledale,2025-10-04 12:11:00,2025-10-04 12:13:00,15,37
T0577,San Antonio / Rosecrans,2025-10-04 12:12:00,2025-10-04 12:15:00,27,28
T0577,San Antonio / Orange,2025-10-04 12:13:00,2025-10-04 12:16:00,15,6
T0577,San Antonio / Foster,2025-10-04 12:14:00,2025-10-04 12:17:00,45,17
T0577,San Antonio / Firestone,2025-10-04 12:14:00,2025-10-04 12:18:00,10,44
T0577,San Antonio / Olive,2025-10-04 12:15:00,2025-10-04 12:21:00,12,33
T0577,Norwalk / Civic Center,2025-10-04 12:16:00,2025-10-04 12:22:00,14,16
T0577,Norwalk / Imperial,2025-10-04 12:17:00,2025-10-04 12:23:00,11,6
T0577,Norwalk / Crewe,2025-10-04 12:18:00,2025-10-04 12:27:00,34,39
T0577,Norwalk / Tina,2025-10-04 12:19:00,2025-10-04 12:28:00,0,9
T0578,Gridley / 187th,2025-10-04 13:00:00,2025-10-04 13:00:00,47,0
T0578,Gridley / 183rd,2025-10-04 13:01:00,2025-10-04 13:01:00,39,17
T0578,183rd / Alburtis,2025-10-04 13:02:00,2025-10-04 13:02:00,42,27
T0578,Pioneer / 178th,2025-10-04 13:04:00,2025-10-04 13:04:00,11,36
T0578,Pioneer / Artesia,2025-10-04 13:05:00,2025-10-04 13:05:00,44,8
T0578,Pioneer / 168th,2025-10-04 13:06:00,2025-10-04 13:06:00,50,8
T0578,Pioneer / 166th,2025-10-04 13:06:00,2025-10-04 13:06:00,12,26
T0578,Pioneer / 163rd,2025-10-04 13:07:00,2025-10-04 13:09:00,28,35
T0578,Pioneer / Alondra,2025-10-04 13:08:00,2025-10-04 13:10:00,26,43
T0578,Pioneer / Cheshire,2025-10-04 13:09:00,2025-10-04 13:11:00,31,14
T0578,Pioneer / Excelsior,2025-10-04 13:10:00,2025-10-04 13:12:00,18,32
T0578,Pioneer / Mapledale,2025-10-04 13:11:00,2025-10-04 13:13:00,44,12
T0578,San Antonio / Rosecrans,2025-10-04 13:12:00,2025-10-04 13:14:00,13,35
T0578,San Antonio / Orange,2025-10-04 13:13:00,2025-10-04 13:15:00,12,45
T0578,San Antonio / Foster,2025-10-04 13:14:00,2025-10-04 13:21:00,35,31
T0578,San Antonio / Firestone,2025-10-04 13:14:00,2025-10-04 13:21:00,45,29
T0578,San Antonio / Olive,2025-10-04 13:15:00,2025-10-04 13:22:00,44,21
T0578,Norwalk / Civic Center,2025-10-04 13:16:00,2025-10-04 13:23:00,41,29
T0578,Norwalk / Imperial,2025-10-04 13:17:00,2025-10-04 13:26:00,21,16
T0578,Norwalk / Crewe,2025-10-04 13:18:00,2025-10-04 13:27:00,16,25
T0578,Norwalk / Tina,2025-10-04 13:19:00,2025-10-04 13:28:00,0,39
T0579,Gridley / 187th,2025-10-04 14:00:00,2025-10-04 14:00:00,14,0
T0579,Gridley / 183rd,2025-10-04 14:01:00,2025-10-04 14:02:00,46,35
T0579,183rd / Alburtis,2025-10-04 14:02:00,2025-10-04 14:06:00,39,20
T0579,Pioneer / 178th,2025-10-04 14:04:00,2025-10-04 14:08:00,26,28
T0579,Pioneer / Artesia,2025-10-04 14:05:00,2025-10-04 14:09:00,42,40
T0579,Pioneer / 168th,2025-10-04 14:06:00,2025-10-04 14:10:00,19,42
T0579,Pioneer / 166th,2025-10-04 14:06:00,2025-10-04 14:10:00,49,40
T0579,Pioneer / 163rd,2025-10-04 14:07:00,2025-10-04 14:11:00,30,32
T0579,Pioneer / Alondra,2025-10-04 14:08:00,2025-10-04 14:12:00,44,28
T0579,Pioneer / Cheshire,2025-10-04 14:09:00,2025-10-04 14:13:00,44,42
T0579,Pioneer / Excelsior,2025-10-04 14:10:00,2025-10-04 14:14:00,31,43
T0579,Pioneer / Mapledale,2025-10-04 14:11:00,2025-10-04 14:15:00,27,31
T0579,San Antonio / Rosecrans,2025-10-04 14:12:00,2025-10-04 14:20:00,25,15
T0579,San Antonio / Orange,2025-10-04 14:13:00,2025-10-04 14:21:00,10,23
T0579,San Antonio / Foster,2025-10-04 14:14:00,2025-10-04 14:22:00,43,26
T0579,San Antonio / Firestone,2025-10-04 14:14:00,2025-10-04 14:22:00,43,45
T0579,San Antonio / Olive,2025-10-04 14:15:00,2025-10-04 14:23:00,32,7
T0579,Norwalk / Civic Center,2025-10-04 14:16:00,2025-10-04 14:24:00,35,42
T0579,Norwalk / Imperial,2025-10-04 14:17:00,2025-10-04 14:25:00,24,23
T0579,Norwalk / Crewe,2025-10-04 14:18:00,2025-10-04 14:26:00,50,13
T0579,Norwalk / Tina,2025-10-04 14:19:00,2025-10-04 14:27:00,0,34
T0580,Gridley / 187th,2025-10-04 15:00:00,2025-10-04 15:03:00,10,0
T0580,Gridley / 183rd,2025-10-04 15:01:00,2025-10-04 15:04:00,48,24
T0580,183rd / Alburtis,2025-10-04 15:02:00,2025-10-04 15:10:00,21,35
T0580,Pioneer / 178th,2025-10-04 15:04:00,2025-10-04 15:12:00,41,34
T0580,Pioneer / Artesia,2025-10-04 15:05:00,2025-10-04 15:13:00,25,17
T0580,Pioneer / 168th,2025-10-04 15:06:00,2025-10-04 15:14:00,15,18
T0580,Pioneer / 166th,2025-10-04 15:06:00,2025-10-04 15:16:00,20,15
T0580,Pioneer / 163rd,2025-10-04 15:07:00,2025-10-04 15:17:00,43,37
T0580,Pioneer / Alondra,2025-10-04 15:08:00,2025-10-04 15:18:00,28,28
T0580,Pioneer / Cheshire,2025-10-04 15:09:00,2025-10-04 15:19:00,35,33
T0580,Pioneer / Excelsior,2025-10-04 15:10:00,2025-10-04 15:23:00,44,21
T0580,Pioneer / Mapledale,2025-10-04 15:11:00,2025-10-04 15:26:00,15,28
T0580,San Antonio / Rosecrans,2025-10-04 15:12:00,2025-10-04 15:27:00,15,17
T0580,San Antonio / Orange,2025-10-04 15:13:00,2025-10-04 15:30:00,27,44
T0580,San Antonio / Foster,2025-10-04 15:14:00,2025-10-04 15:31:00,11,31
T0580,San Antonio / Firestone,2025-10-04 15:14:00,2025-10-04 15:31:00,34,8
T0580,San Antonio / Olive,2025-10-04 15:15:00,2025-10-04 15:32:00,28,25
T0580,Norwalk / Civic Center,2025-10-04 15:16:00,2025-10-04 15:33:00,12,19
T0580,Norwalk / Imperial,2025-10-04 15:17:00,2025-10-04 15:34:00,33,20
T0580,Norwalk / Crewe,2025-10-04 15:18:00,2025-10-04 15:35:00,16,19
T0580,Norwalk / Tina,2025-10-04 15:19:00,2025-10-04 15:36:00,0,11
T0581,Gridley / 187th,2025-10-04 16:00:00,2025-10-04 16:00:00,45,0
T0581,Gridley / 183rd,2025-10-04 16:01:00,2025-10-04 16:01:00,30,14
T0581,183rd / Alburtis,2025-10-04 16:02:00,2025-10-04 16:03:00,25,23
T0581,Pioneer / 178th,2025-10-04 16:04:00,2025-10-04 16:05:00,11,33
T0581,Pioneer / Artesia,2025-10-04 16:05:00,2025-10-04 16:06:00,48,29
T0581,Pioneer / 168th,2025-10-04 16:06:00,2025-10-04 16:07:00,27,19
T0581,Pioneer / 166th,2025-10-04 16:06:00,2025-10-04 16:07:00,13,10
T0581,Pioneer / 163rd,2025-10-04 16:07:00,2025-10-04 16:08:00,50,25
T0581,Pioneer / Alondra,2025-10-04 16:08:00,2025-10-04 16:09:00,47,14
T0581,Pioneer / Cheshire,2025-10-04 16:09:00,2025-10-04 16:11:00,39,41
T0581,Pioneer / Excelsior,2025-10-04 16:10:00,2025-10-04 16:12:00,26,32
T0581,Pioneer / Mapledale,2025-10-04 16:11:00,2025-10-04 16:14:00,26,14
T0581,San Antonio / Rosecrans,2025-10-04 16:12:00,2025-10-04 16:15:00,50,11
T0581,San Antonio / Orange,2025-10-04 16:13:00,2025-10-04 16:16:00,47,10
T0581,San Antonio / Foster,2025-10-04 16:14:00,2025-10-04 16:17:00,47,27
T0581,San Antonio / Firestone,2025-10-04 16:14:00,2025-10-04 16:17:00,37,16
T0581,San Antonio / Olive,2025-10-04 16:15:00,2025-10-04 16:18:00,19,18
T0581,Norwalk / Civic Center,2025-10-04 16:16:00,2025-10-04 16:19:00,32,19
T0581,Norwalk / Imperial,2025-10-04 16:17:00,2025-10-04 16:20:00,36,16
T0581,Norwalk / Crewe,2025-10-04 16:18:00,2025-10-04 16:21:00,18,38
T0581,Norwalk / Tina,2025-10-04 16:19:00,2025-10-04 16:23:00,0,22
T0582,Gridley / 187th,2025-10-04 17:00:00,2025-10-04 17:00:00,36,0
T0582,Gridley / 183rd,2025-10-04 17:01:00,2025-10-04 17:03:00,31,36
T0582,183rd / Alburtis,2025-10-04 17:02:00,2025-10-04 17:04:00,35,24
T0582,Pioneer / 178th,2025-10-04 17:04:00,2025-10-04 17:08:00,32,33
T0582,Pioneer / Artesia,2025-10-04 17:05:00,2025-10-04 17:09:00,41,21
T0582,Pioneer / 168th,2025-10-04 17:06:00,2025-10-04 17:15:00,45,13
T0582,Pioneer / 166th,2025-10-04 17:06:00,2025-10-04 17:15:00,15,35
T0582,Pioneer / 163rd,2025-10-04 17:07:00,2025-10-04 17:16:00,21,24
T0582,Pioneer / Alondra,2025-10-04 17:08:00,2025-10-04 17:18:00,33,10
T0582,Pioneer / Cheshire,2025-10-04 17:09:00,2025-10-04 17:19:00,19,18
T0582,Pioneer / Excelsior,2025-10-04 17:10:00,2025-10-04 17:20:00,29,40
T0582,Pioneer / Mapledale,2025-10-04 17:11:00,2025-10-04 17:21:00,49,18
T0582,San Antonio / Rosecrans,2025-10-04 17:12:00,2025-10-04 17:22:00,42,24
T0582,San Antonio / Orange,2025-10-04 17:13:00,2025-10-04 17:23:00,36,13
T0582,San Antonio / Foster,2025-10-04 17:14:00,2025-10-04 17:26:00,37,21
T0582,San Antonio / Firestone,2025-10-04 17:14:00,2025-10-04 17:26:00,38,10
T0582,San Antonio / Olive,2025-10-04 17:15:00,2025-10-04 17:27:00,16,33
T0582,Norwalk / Civic Center,2025-10-04 17:16:00,2025-10-04 17:28:00,13,36
T0582,Norwalk / Imperial,2025-10-04 17:17:00,2025-10-04 17:29:00,24,40
T0582,Norwalk / Crewe,2025-10-04 17:18:00,2025-10-04 17:30:00,11,34
T0582,Norwalk / Tina,2025-10-04 17:19:00,2025-10-04 17:31:00,0,30
T0583,Gridley / 187th,2025-10-04 18:00:00,2025-10-04 18:00:00,45,0
T0583,Gridley / 183rd,2025-10-04 18:01:00,2025-10-04 18:01:00,18,43
T0583,183rd / Alburtis,2025-10-04 18:02:00,2025-10-04 18:03:00,34,27
T0583,Pioneer / 178th,2025-10-04 18:04:00,2025-10-04 18:10:00,20,38
T0583,Pioneer / Artesia,2025-10-04 18:05:00,2025-10-04 18:11:00,49,31
T0583,Pioneer / 168th,2025-10-04 18:06:00,2025-10-04 18:12:00,33,24
T0583,Pioneer / 166th,2025-10-04 18:06:00,2025-10-04 18:12:00,18,28
T0583,Pioneer / 163rd,2025-10-04 18:07:00,2025-10-04 18:13:00,35,42
T0583,Pioneer / Alondra,2025-10-04 18:08:00,2025-10-04 18:14:00,44,8
T0583,Pioneer / Cheshire,2025-10-04 18:09:00,2025-10-04 18:17:00,22,20
T0583,Pioneer / Excelsior,2025-10-04 18:10:00,2025-10-04 18:18:00,15,38
T0583,Pioneer / Mapledale,2025-10-04 18:11:00,2025-10-04 18:19:00,11,9
T0583,San Antonio / Rosecrans,2025-10-04 18:12:00,2025-10-04 18:20:00,33,41
T0583,San Antonio / Orange,2025-10-04 18:13:00,2025-10-04 18:22:00,12,22
T0583,San Antonio / Foster,2025-10-04 18:14:00,2025-10-04 18:23:00,43,35
T0583,San Antonio / Firestone,2025-10-04 18:14:00,2025-10-04 18:23:00,34,38
T0583,San Antonio / Olive,2025-10-04 18:15:00,2025-10-04 18:24:00,37,26
T0583,Norwalk / Civic Center,2025-10-04 18:16:00,2025-10-04 18:25:00,23,8
T0583,Norwalk / Imperial,2025-10-04 18:17:00,2025-10-04 18:28:00,39,33
T0583,Norwalk / Crewe,2025-10-04 18:18:00,2025-10-04 18:33:00,36,44
T0583,Norwalk / Tina,2025-10-04 18:19:00,2025-10-04 18:34:00,0,34
T0584,Gridley / 187th,2025-10-04 19:00:00,2025-10-04 19:02:00,27,0
T0584,Gridley / 183rd,2025-10-04 19:01:00,2025-10-04 19:03:00,42,38
T0584,183rd / Alburtis,2025-10-04 19:02:00,2025-10-04 19:04:00,37,44
T0584,Pioneer / 178th,2025-10-04 19:04:00,2025-10-04 19:06:00,26,32
T0584,Pioneer / Artesia,2025-10-04 19:05:00,2025-10-04 19:07:00,30,15
T0584,Pioneer / 168th,2025-10-04 19:06:00,2025-10-04 19:08:00,20,7
T0584,Pioneer / 166th,2025-10-04 19:06:00,2025-10-04 19:08:00,21,30
T0584,Pioneer / 163rd,2025-10-04 19:07:00,2025-10-04 19:09:00,32,35
T0584,Pioneer / Alondra,2025-10-04 19:08:00,2025-10-04 19:13:00,32,14
T0584,Pioneer / Cheshire,2025-10-04 19:09:00,2025-10-04 19:15:00,48,26
T0584,Pioneer / Excelsior,2025-10-04 19:10:00,2025-10-04 19:16:00,23,33
